country,state,style,name,brewery
United States,New Hampshire,American Blonde Ale,Loon Golden Ale,Woodstock Inn Brewery
United States,Massachusetts,English India Pale Ale (IPA),Sheriff's India Pale Ale,Sherwood Forest Brewers Ltd.
United States,Maryland,English Pale Ale,Clipper City Pale Ale,Heavy Seas Beer
United States,Arizona,American Amber / Red Ale,Oak Creek Amber Ale,Oak Creek Brewery and Grill
United States,South Carolina,English Brown Ale,New South Nut Brown Ale,New South Brewing Co.
United States,Massachusetts,American Pale Ale (APA),Holyoke Dam Ale,"Paper City Brewery Co., Inc."
United States,Massachusetts,American IPA,India'n Pale Ale,"Paper City Brewery Co., Inc."
United States,California,American Double / Imperial IPA,Nobility,Noble Ale Works
United States,Missouri,Chile Beer,Li'L Lucy's Hot Pepper Ale,Weston Brewing Company & O'Malley's Pub
United States,California,American Double / Imperial IPA,Ale Of The IMP,Hermitage Brewing
United States,Pennsylvania,American IPA,Juicebox,Sole Artisan Ales
United States,California,American Strong Ale,Mission St. Anniversary Ale 2011,Steinhaus Brewing Co.
United States,Maryland,Saison / Farmhouse Ale,Cellar Door - Red Wine Barrel Aged,Stillwater Artisanal Ales
United States,New Jersey,American IPA,India Pale Ale,Climax Brewing Company
United States,Virginia,American Pale Ale (APA),Defender American Pale Ale,Mad Fox Brewing Company
United States,Washington,Winter Warmer,Cabin Fever Winter Ale,Boundary Bay Brewery & Bistro
United States,New York,English Pale Ale,Schooner Ale,Port Jeff Brewing Company
United States,Delaware,American Blonde Ale,Responders Ale,16 Mile Brewing Company
United States,California,English Brown Ale,Nut Brown - Bourbon Barrel Aged,AleSmith Brewing Company
United States,California,Cream Ale,Foam Top Cream Ale,Beachwood BBQ & Brewing
United States,Texas,Altbier,Brewers' Cut Altbier,Real Ale Brewing Company
United States,Michigan,American Stout,Peanut Butter Cup Stout,Odd Side Ales
United States,California,American IPA,Citra-Simcoe Centennial Ale,Lengthwise Brewing Company
United States,New Hampshire,American Amber / Red Ale,Winni Ale,603 Brewery
United States,Massachusetts,Saison / Farmhouse Ale,413 Farmhouse Ale,Big Elm Brewing
United States,California,American Pale Ale (APA),Ales For ALS,Russian River Brewing Company
United States,Michigan,American IPA,I. P. Eh! India Pale Ale,Latitude 42 Brewing Company
United States,California,American IPA,The Messenger,Noble Ale Works
United States,Virginia,American IPA,Shorty Time,AleWerks Brewing Company
United States,Oregon,Extra Special / Strong Bitter (ESB),Renewale - 2013 Extra Special Bitter,Ninkasi Brewing Company
United States,Minnesota,American Blonde Ale,Finnegans Blonde Ale,Finnegans Inc.
United States,Iowa,American Double / Imperial IPA,Royale 41,Peace Tree Brewing Co.
United States,Wisconsin,American Pale Ale (APA),Voyageur Extra Pale Ale,James Page Brewing Company
United States,Maryland,Irish Red Ale,Heavy Seas - Aarsh Imperial Red Ale,Heavy Seas Beer
United States,Washington,Witbier,Kirkland Signature Belgian White,Kirkland Signature / Costco Wholesale Corporation
United States,Minnesota,Scotch Ale / Wee Heavy,Summit 90/- Scottish Style Ale,Summit Brewing Company
United States,Colorado,American Pale Ale (APA),Colorado Kind Ale,Mountain Sun Pub & Brewery
United States,Vermont,Old Ale,Mountain Ale,The Shed Restaurant & Brewery
United States,Maryland,Herbed / Spiced Beer,Sensory Series V.1 - Lower Dens Remastered With Brett,Stillwater Artisanal Ales
United States,Washington,American Double / Imperial IPA,Bottomcutter,Bale Breaker Brewing Company
United States,Oregon,American Amber / Red Ale,India Red Ale,Deschutes Brewery
United States,Pennsylvania,Saison / Farmhouse Ale,Acidulated Hive,Intangible Ales
United States,Oregon,Belgian Strong Pale Ale,19th Anniversary Belgian Style Golden Ale,Deschutes Brewery
United States,Maryland,American Amber / Red Ale,Infinite Amber Ale,Jailbreak Brewing Company
United States,Michigan,Fruit / Vegetable Beer,Snozzberries,Odd Side Ales
United States,Maryland,Chile Beer,Oaked Chipotle Ale,Flying Dog Brewery
United States,Louisiana,American Wild Ale,Piety,New Orleans Lager & Ale Brewing Company (NOLA)
United States,Florida,American Blonde Ale,Blonde Ale,Orlando Brewing Partners
United States,New York,Tripel,Bees With A Buzz,Grimm Artisanal Ales
United States,Texas,American Barleywine,Brewer's Cut Blonde Barleywine Ale,Real Ale Brewing Company
United States,Washington,American Pale Ale (APA),DOOM Golden Treacle Pale,Elysian Brewing Company
United States,California,Gose,Gosebusters,Noble Ale Works
United States,Rhode Island,Saison / Farmhouse Ale,Keraterra,Proclamation Ale Company
United States,Massachusetts,American Pale Ale (APA),Naukabout American Pale Ale,Naukabout Beer Company
United States,California,Belgian Strong Dark Ale,Ovila Abbey Brown Ale With Mandarins And Cocoa,Sierra Nevada Brewing Co.
United States,Massachusetts,Fruit / Vegetable Beer,Island Reserve: Cisco Pedaler Blueblerry Bleer,Cisco Brewers Inc.
United States,Michigan,American Amber / Red Ale,Red Beard Ale,Latitude 42 Brewing Company
United States,New Jersey,Belgian Dark Ale,Second Anniversary Ale - Seven Hundred Thirty,Kane Brewing Company
United States,Michigan,Munich Helles Lager,Hells Yes!,Odd Side Ales
United States,Missouri,Milk / Sweet Stout,Barrel-Aged Fantastic Voyage,Perennial Artisan Ales
United States,Michigan,Winter Warmer,Blitzen Festivus Ale,North Peak Brewing Company
United States,Minnesota,Herbed / Spiced Beer,Jack'd Up Autumn Ale,Third Street Brewhouse
United States,Texas,American IPA,Empire (Barrel-Aged Lost Gold IPA),Real Ale Brewing Company
United States,Oregon,Old Ale,Rogue 21,Rogue Ales
United States,California,American Pale Wheat Ale,White Lightning,Speakeasy Ales & Lagers
United States,Oregon,American IPA,Integrity IPA,Rogue Ales
United States,New York,American Pale Ale (APA),Outdoor Harvest Ale,Ithaca Beer Company
United States,Massachusetts,Cream Ale,Haver Ale,The Tap Brewing Company
United States,Vermont,Irish Red Ale,Burly Irish Ale,The Vermont Pub & Brewery
United States,Wisconsin,Irish Red Ale,"Johnny ""Blood"" McNally Red Ale",Titletown Brewing Company
United States,New Jersey,American Amber / Red Ale,Amber Ale,Triumph Brewing Company
United States,Nevada,American Brown Ale,Tenaya Creek Calico Brown Ale,Tenaya Creek Brewery
United States,Ohio,American Amber / Red Ale,RedLegg Ale,Barrel House Brewing Company
United States,Colorado,American Blonde Ale,Tread Lightly Ale,New Planet Beer Company
United States,Massachusetts,Rye Beer,Sassy Rabbit Rye Ale,The Tap Brewing Company
United States,Illinois,American Blonde Ale,Phat Chance Blonde Ale,Onion Pub & Brewery / Wild Onion Brewing Co.
United States,Kentucky,American Brown Ale,Amos Moses Brown Ale,Country Boy Brewing
United States,Florida,American Brown Ale,Doc Brown Ale,Funky Buddha Brewery
United States,Florida,American Pale Ale (APA),Lue Gim Gong's Orange Peel Pale Ale,Cigar City Brewing
United States,Massachusetts,Extra Special / Strong Bitter (ESB),Martha's Vineyard Ale,Bad Martha Brewing Co.
United States,California,American IPA,Fool's Gold Ale,Auburn Alehouse Brewery & Restaurant
United States,Alabama,Scotch Ale / Wee Heavy,Bourbon Barrel Aged Wee Heavy Ale,Blue Pants Brewery
United States,Indiana,Saison / Farmhouse Ale,Garcé Saleé,18th Street Brewery
United States,Missouri,Saison / Farmhouse Ale,Championship Ale,Boulevard Brewing Co.
United States,Maryland,Smoked Beer,Stillwater / Mikkeller Rauchstar,Stillwater Artisanal Ales
United States,Maryland,Tripel,Rule Of Thirds (Import Series Vol. 4),Stillwater Artisanal Ales
United States,Michigan,American Wild Ale,Arbor Brewing Sodibo Barrel Aged Blond Ale (Sour Series),Arbor Brewing Company
United States,Massachusetts,American Pale Wheat Ale,"Our Turn, Your Turn",Pretty Things Beer & Ale Project
United States,Pennsylvania,Belgian Pale Ale,CrAbbey Ale,Victory Brewing Company - Downingtown
United States,Massachusetts,Foreign / Export Stout,Cosmos,Enlightenment Ales
United States,Oregon,American Pale Ale (APA),Handtruck Pale Ale,Barley Brown's Brewpub
United States,Illinois,American Pale Ale (APA),Lamar St. Pale Ale,Goose Island Beer Co.
United States,Utah,Kölsch,Summer Solstice Ale,Uinta Brewing Company
United States,California,American Pale Ale (APA),Butte Creek Organic Pale Ale,Butte Creek Brewing Company
United States,Oregon,American Blonde Ale,Blonde Bombshell Ale,Cascade Lakes Brewing Co.
United States,Maine,American Pale Ale (APA),Andrew's English Pale Ale,Andrew's Brewing Co.
United States,Washington,American IPA,Bhagwan's Best IPA,Big Time Brewery & Alehouse
United States,Pennsylvania,American Amber / Red Ale,House Ale,Weyerbacher Brewing Co.
United States,New York,American Pale Ale (APA),Ape Hanger Ale,"Middle Ages Brewing Co., Ltd."
United States,Alaska,Belgian Strong Dark Ale,Oak Aged Monk's Mistress Dark Strong Ale,Midnight Sun Brewing Co.
United States,Massachusetts,American Pale Ale (APA),Hofmann,Enlightenment Ales
United States,Vermont,Fruit / Vegetable Beer,Forbidden Traveler Apple Ale,The Traveler Beer Co.
United States,North Carolina,American Amber / Red Ale,Copperline Amber Ale,Carolina Brewery
United States,Washington,Winter Warmer,Winter Warmer Ale,No-Li Brewhouse
United States,New Hampshire,American Pale Ale (APA),Citra Dry-hopped Pale,Garrison City Beerworks
United States,Utah,American Pale Ale (APA),Element 29 Pale Ale,Epic Brewing Company
United States,New York,American Pale Ale (APA),Session India Pale Ale,Montauk Brewing Company
United States,Michigan,American Wild Ale,Pinchadiscos,Jolly Pumpkin Artisan Ales
United States,California,Saison / Farmhouse Ale,To The Choir,Sante Adairius Rustic Ales
United States,Washington,American Pale Ale (APA),Copperhead American Pale Ale,Snoqualmie Falls Brewing Company & Taproom
United States,Delaware,American Pale Ale (APA),Space Otter American Pale Ale,Mispillion River Brewing
United States,Massachusetts,American Pale Ale (APA),Pukwudgie Pale Ale,Down the Road Brewery
United States,California,American Pale Ale (APA),Death Valley Pale Ale,Indian Wells Brewing Company
United States,Hawaii,American Brown Ale,Hawai'i Nui Hapa Brown Ale,Hawai'i Nui Brewing / Mehana Brewing Company
United States,New York,American IPA,Railroad Street Ale,Rohrbach Brewing Company (Brewpub)
United States,Washington,American Pale Ale (APA),Seattle Beer Week 5th Anniversary Organic Pale Ale,Fremont Brewing Company
United States,Oregon,American Pale Ale (APA),On The Fence NWPA (Northwest Pale Ale),Crux Fermentation Project
United States,Massachusetts,American Strong Ale,Ipswich 20th Anniversary Imperial Pale Ale,Ipswich Ale Brewery
United States,Alabama,American Double / Imperial IPA,Monkey's Uncle IPA,Straight To Ale
United States,California,American Double / Imperial Stout,Alesmith Speedway Stout - Vanilla & Coconut ,AleSmith Brewing Company
United States,Indiana,American Pale Ale (APA),PDG Pale,The Bier Brewery
United States,California,American Double / Imperial IPA,El Dorado Showers,Noble Ale Works
United States,Illinois,Belgian Pale Ale,Van De Velde,Ale Syndicate
United States,Michigan,Bière de Garde,North French Style Ale,Brewery Vivant
United States,New York,American Amber / Red Ale,Barkeater Amber Ale,Lake Placid Craft Brewing Company
United States,California,English Bitter,Sierra Nevada Best Bitter Ale,Sierra Nevada Brewing Co.
United States,California,American Amber / Red Ale,Stony Face Red Ale,Hoppy Brewing Co.
United States,Pennsylvania,American Pale Wheat Ale,Endless Summer Ale,Old Forge Brewing Company
United States,South Carolina,American IPA,New South India Pale Ale,New South Brewing Co.
United States,Oregon,Weizenbock,Mac Frost Winter Ale,Portland Brewing Company
United States,Maine,American Brown Ale,Casco Bay Brown Ale,Casco Bay Brewing Co.
United States,Colorado,American Brown Ale,Twisted Pine Honey Brown Ale,Twisted Pine Brewing Company
United States,Michigan,American Amber / Red Ale,Cow Catcher Red Ale,Mountain Town Brewing Co.
United States,Connecticut,Scotch Ale / Wee Heavy,Father Christmas Highland Ale,The Olde Burnside Brewing Company
United States,California,English Barleywine,Bison Organic Barleywine Ale,Bison Brewing
United States,Washington,American Pale Ale (APA),Bert Grant's Fresh Hop Ale,Yakima Brewing Co. / Bert Grant's Ales
United States,California,Flanders Red Ale,Palimpsest,Sante Adairius Rustic Ales
United States,Washington,Cream Ale,Hale's Cream Ale,Hale's Ales Brewery & Pub
United States,California,American Pale Ale (APA),Firehouse American Pale Ale,The Firehouse Brewing Co.
United States,California,American Barleywine,Trainwreck Organic Barleywine Style Ale,Butte Creek Brewing Company
United States,Maine,Belgian Pale Ale,Allagash Speciale Blonde Ale,Allagash Brewing Company
United States,Massachusetts,Bock,Bocky Bier,Pretty Things Beer & Ale Project
United States,California,Belgian Strong Pale Ale,AleSmith Decadence 2015 - Belgian-Style Amber,AleSmith Brewing Company
United States,Idaho,Cream Ale,Laughing Dog Cream Ale,Laughing Dog Brewing
United States,Oregon,American Brown Ale,Trilogy 3 Brewers' Class (Dry-Hopped Session Brown Ale),BridgePort Brewing Co. / Brewpub
United States,Alabama,Old Ale,Velvet Evil,Straight To Ale
United States,New York,Smoked Beer,Action/Adventure,Grimm Artisanal Ales
United States,Georgia,Flanders Red Ale,14th Anniversary Ale Tart Belgian Red,Terrapin Beer Company
United States,Florida,Saison / Farmhouse Ale,Saint Somewhere / Intangible Ales Soleil Reverie,Saint Somewhere Brewing Company
United States,Oregon,American Blonde Ale,Long Ball Ale,BridgePort Brewing Co. / Brewpub
United States,Illinois,Russian Imperial Stout,Barrel-Aged Malevolence,Spiteful Brewing
United States,Michigan,American IPA,Red Eye P.A,Odd Side Ales
United States,Georgia,English Bitter,Apparition Ale,Moon River Brewing Company
United States,California,American Brown Ale,Couch Trippin' Fusion Ale,Lagunitas Brewing Company
United States,Ohio,Winter Warmer,Elevator Winter Warmer Ale,Elevator Brewery & Draught Haus
United States,Massachusetts,American Pale Ale (APA),1775 Tavern Ale,Battle Road Brewing Company
United States,Illinois,Foreign / Export Stout,Omega Midnight,Ale Syndicate
United States,California,American Double / Imperial IPA,Rakau Showers,Noble Ale Works
United States,Alabama,Kölsch,Fence Post Session Ale,Back Forty Beer Co.
United States,Washington,American Pale Ale (APA),Session Pale Ale,Fremont Brewing Company
United States,Missouri,American Double / Imperial IPA,Ale Mucho Hoppo,Charleville Vineyard Microbrewery
United States,Michigan,American Pale Wheat Ale,Atwater Summer Time Ale,Atwater Brewery
United States,Washington,American Amber / Red Ale,Nightwatch Dark Amber Ale,Maritime Pacific Brewing Company
United States,Oregon,American IPA,Hop Harvest Ale (2011),BridgePort Brewing Co. / Brewpub
United States,Washington,American Pale Ale (APA),Islander Pale Ale,Maritime Pacific Brewing Company
United States,Illinois,American Amber / Red Ale,Red Felt Ale,Goose Island Beer Co.
United States,Indiana,American Pale Ale (APA),Blind Tiger Pale Ale,Barley Island Brewing Company
United States,Maryland,American Pale Ale (APA),Oliver's Ironman Pale Ale,Pratt Street Ale House
United States,Oregon,American Strong Ale,Rogue Creamery 75th Anniversary Ale,Rogue Ales
United States,Michigan,American Pale Ale (APA),Petoskey Pale Ale,Leelanau Brewing Company
United States,California,American Blonde Ale,Golden Trout Ale,Mammoth Brewing Company
United States,Virginia,English Pale Ale,Summer Ale,"St. George Brewing Company, The"
United States,North Carolina,American Porter,Hidden Pipe Porter With Coffee,Raleigh Brewing Company
United States,Wisconsin,English Brown Ale,Native Ale,New Glarus Brewing Company
United States,Missouri,American Pale Ale (APA),Paul's Pale Ale,Springfield Brewing Company
